Country,ISO3 Code,Date,Price (EUR/MWhe)
Slovakia,SVK,2020-10-15,45.83
Luxembourg,LUX,2020-10-15,41.22
Czechia,CZE,2020-10-15,45.83
Croatia,HRV,2020-10-15,42.73
Bulgaria,BGR,2020-10-15,46.69
Belgium,BEL,2020-10-15,46.21
Denmark,DNK,2020-10-15,35.79
Estonia,EST,2020-10-15,38.32
Finland,FIN,2020-10-15,37.11
France,FRA,2020-10-15,44.12
Montenegro,MNE,2020-10-15,106.38
Austria,AUT,2020-10-15,42.77
Greece,GRC,2020-10-15,49.33
Hungary,HUN,2020-10-15,45.93
Lithuania,LTU,2020-10-15,38.32
Latvia,LVA,2020-10-15,38.32
Italy,ITA,2020-10-15,45.31
Ireland,IRL,2020-10-15,65.82
Germany,DEU,2020-10-15,41.22
Poland,POL,2020-10-16,59.65
Portugal,PRT,2020-10-16,43.86
Serbia,SRB,2020-10-16,48.02
Slovakia,SVK,2020-10-16,48.18
Switzerland,CHE,2020-10-16,47.81
Spain,ESP,2020-10-16,43.87
Sweden,SWE,2020-10-16,33.49
Norway,NOR,2020-10-16,21.6
United Kingdom,GBR,2020-10-16,62.11
EU,EU,2020-10-16,51.097096774193545
Slovenia,SVN,2020-10-16,47.49
North Macedonia,MKD,2020-10-16,104.0
Romania,ROU,2020-10-16,48.18
Bulgaria,BGR,2020-10-16,47.8
Austria,AUT,2020-10-16,47.48
Belgium,BEL,2020-10-16,49.37
Montenegro,MNE,2020-10-16,106.38
Croatia,HRV,2020-10-16,47.49
Czechia,CZE,2020-10-16,48.18
Denmark,DNK,2020-10-16,41.87
Estonia,EST,2020-10-16,43.01
Finland,FIN,2020-10-16,42.38
Netherlands,NLD,2020-10-16,44.53
Germany,DEU,2020-10-16,47.46
Greece,GRC,2020-10-16,44.4
Hungary,HUN,2020-10-16,48.21
Ireland,IRL,2020-10-16,85.69
Italy,ITA,2020-10-16,49.67
Latvia,LVA,2020-10-16,43.01
Lithuania,LTU,2020-10-16,43.01
Luxembourg,LUX,2020-10-16,47.46
France,FRA,2020-10-16,48.35
Norway,NOR,2020-10-17,16.82
Poland,POL,2020-10-17,50.99
Portugal,PRT,2020-10-17,42.19
Romania,ROU,2020-10-17,39.23
Serbia,SRB,2020-10-17,41.68
Switzerland,CHE,2020-10-17,42.23
Slovenia,SVN,2020-10-17,40.48
Spain,ESP,2020-10-17,42.24
Sweden,SWE,2020-10-17,21.14
United Kingdom,GBR,2020-10-17,52.25
EU,EU,2020-10-17,43.31064516129032
Slovakia,SVK,2020-10-17,38.58
North Macedonia,MKD,2020-10-17,104.0
Netherlands,NLD,2020-10-17,39.82
Luxembourg,LUX,2020-10-17,40.12
Denmark,DNK,2020-10-17,28.36
Czechia,CZE,2020-10-17,38.58
Bulgaria,BGR,2020-10-17,39.84
Belgium,BEL,2020-10-17,42.75
Austria,AUT,2020-10-17,40.41
Estonia,EST,2020-10-17,31.12
Finland,FIN,2020-10-17,20.5
Croatia,HRV,2020-10-17,40.48
Germany,DEU,2020-10-17,40.12
France,FRA,2020-10-17,41.67
Lithuania,LTU,2020-10-17,31.12
Latvia,LVA,2020-10-17,31.12
Montenegro,MNE,2020-10-17,106.38
Ireland,IRL,2020-10-17,64.24
Hungary,HUN,2020-10-17,39.25
Greece,GRC,2020-10-17,49.32
Italy,ITA,2020-10-17,45.6
Norway,NOR,2020-10-18,17.01
EU,EU,2020-10-18,38.2641935483871
United Kingdom,GBR,2020-10-18,52.85
Sweden,SWE,2020-10-18,18.4
Spain,ESP,2020-10-18,39.83
Slovenia,SVN,2020-10-18,36.05
Slovakia,SVK,2020-10-18,28.41
Serbia,SRB,2020-10-18,32.42
Romania,ROU,2020-10-18,33.27
Portugal,PRT,2020-10-18,39.49
Poland,POL,2020-10-18,41.85
Switzerland,CHE,2020-10-18,37.91
North Macedonia,MKD,2020-10-18,104.0
Montenegro,MNE,2020-10-18,106.38
Austria,AUT,2020-10-18,33.33
Belgium,BEL,2020-10-18,42.16
Bulgaria,BGR,2020-10-18,31.9
Croatia,HRV,2020-10-18,36.05
Netherlands,NLD,2020-10-18,42.14
Denmark,DNK,2020-10-18,20.76
Estonia,EST,2020-10-18,23.06
Finland,FIN,2020-10-18,22.56
Czechia,CZE,2020-10-18,28.41
Germany,DEU,2020-10-18,31.07
Greece,GRC,2020-10-18,41.41
Hungary,HUN,2020-10-18,33.4
Ireland,IRL,2020-10-18,52.4
Italy,ITA,2020-10-18,43.61
Latvia,LVA,2020-10-18,23.06
Lithuania,LTU,2020-10-18,23.06
Luxembourg,LUX,2020-10-18,31.07
France,FRA,2020-10-18,38.87
Romania,ROU,2020-10-19,48.35
Serbia,SRB,2020-10-19,44.56
Slovakia,SVK,2020-10-19,43.76
Slovenia,SVN,2020-10-19,47.22
Portugal,PRT,2020-10-19,35.23
Sweden,SWE,2020-10-19,35.46
Switzerland,CHE,2020-10-19,45.63
United Kingdom,GBR,2020-10-19,48.51
EU,EU,2020-10-19,47.40806451612904
Spain,ESP,2020-10-19,35.23
Poland,POL,2020-10-19,57.9
Ireland,IRL,2020-10-19,53.2
North Macedonia,MKD,2020-10-19,104.0
France,FRA,2020-10-19,44.15
Austria,AUT,2020-10-19,43.85
Belgium,BEL,2020-10-19,44.01
Bulgaria,BGR,2020-10-19,46.74
Czechia,CZE,2020-10-19,43.76
Denmark,DNK,2020-10-19,41.4
Estonia,EST,2020-10-19,39.51
Finland,FIN,2020-10-19,39.51
Norway,NOR,2020-10-19,22.73
Croatia,HRV,2020-10-19,47.22
Greece,GRC,2020-10-19,42.54
Germany,DEU,2020-10-19,43.71
Montenegro,MNE,2020-10-19,106.38
Luxembourg,LUX,2020-10-19,43.71
Lithuania,LTU,2020-10-19,39.51
Netherlands,NLD,2020-10-19,42.9
Latvia,LVA,2020-10-19,39.51
Italy,ITA,2020-10-19,51.88
Hungary,HUN,2020-10-19,47.58
EU,EU,2020-10-20,46.01032258064516
United Kingdom,GBR,2020-10-20,46.52
Switzerland,CHE,2020-10-20,41.7
Sweden,SWE,2020-10-20,29.29
Spain,ESP,2020-10-20,35.74
Slovenia,SVN,2020-10-20,44.6
Slovakia,SVK,2020-10-20,38.45
Serbia,SRB,2020-10-20,42.15
Romania,ROU,2020-10-20,48.15
Portugal,PRT,2020-10-20,35.74
Poland,POL,2020-10-20,56.6
Norway,NOR,2020-10-20,18.39
North Macedonia,MKD,2020-10-20,104.0
Austria,AUT,2020-10-20,36.53
Belgium,BEL,2020-10-20,39.98
Bulgaria,BGR,2020-10-20,45.07
Croatia,HRV,2020-10-20,44.6
Czechia,CZE,2020-10-20,38.45
Denmark,DNK,2020-10-20,29.56
Finland,FIN,2020-10-20,55.08
France,FRA,2020-10-20,39.29
Germany,DEU,2020-10-20,34.72
Estonia,EST,2020-10-20,55.08
Greece,GRC,2020-10-20,40.93
Montenegro,MNE,2020-10-20,106.38
Luxembourg,LUX,2020-10-20,34.72
Lithuania,LTU,2020-10-20,55.08
Latvia,LVA,2020-10-20,55.08
Netherlands,NLD,2020-10-20,38.35
Ireland,IRL,2020-10-20,43.04
Hungary,HUN,2020-10-20,43.51
Italy,ITA,2020-10-20,49.54
Romania,ROU,2020-10-21,41.31
EU,EU,2020-10-21,42.21193548387097
United Kingdom,GBR,2020-10-21,50.44
Switzerland,CHE,2020-10-21,42.42
Sweden,SWE,2020-10-21,25.89
Spain,ESP,2020-10-21,37.44
Slovenia,SVN,2020-10-21,41.0
Slovakia,SVK,2020-10-21,35.84
Serbia,SRB,2020-10-21,40.79
Portugal,PRT,2020-10-21,37.34
Denmark,DNK,2020-10-21,28.42
Norway,NOR,2020-10-21,16.8
Austria,AUT,2020-10-21,35.15
Belgium,BEL,2020-10-21,39.37
Bulgaria,BGR,2020-10-21,47.52
Croatia,HRV,2020-10-21,41.0
Czechia,CZE,2020-10-21,35.84
Poland,POL,2020-10-21,50.65
Finland,FIN,2020-10-21,36.7
France,FRA,2020-10-21,39.23
Germany,DEU,2020-10-21,30.36
Estonia,EST,2020-10-21,36.89
Hungary,HUN,2020-10-21,40.12
Ireland,IRL,2020-10-21,39.04
Italy,ITA,2020-10-21,47.0
Latvia,LVA,2020-10-21,36.89
Lithuania,LTU,2020-10-21,36.89
Luxembourg,LUX,2020-10-21,30.36
Montenegro,MNE,2020-10-21,106.38
Netherlands,NLD,2020-10-21,39.44
Greece,GRC,2020-10-21,38.05
North Macedonia,MKD,2020-10-21,104.0
Slovakia,SVK,2020-10-22,33.79
Slovenia,SVN,2020-10-22,47.66
Spain,ESP,2020-10-22,45.52
EU,EU,2020-10-22,44.03967741935484
Switzerland,CHE,2020-10-22,45.48
United Kingdom,GBR,2020-10-22,48.22
Serbia,SRB,2020-10-22,42.72
Sweden,SWE,2020-10-22,15.19
Romania,ROU,2020-10-22,50.59
Portugal,PRT,2020-10-22,44.85
Poland,POL,2020-10-22,49.73
Austria,AUT,2020-10-22,38.15
Belgium,BEL,2020-10-22,44.04
Bulgaria,BGR,2020-10-22,48.54
Croatia,HRV,2020-10-22,47.66
Czechia,CZE,2020-10-22,33.79
Denmark,DNK,2020-10-22,15.03
Estonia,EST,2020-10-22,37.38
Ireland,IRL,2020-10-22,50.58
Finland,FIN,2020-10-22,37.38
France,FRA,2020-10-22,44.57
Germany,DEU,2020-10-22,33.12
Hungary,HUN,2020-10-22,45.55
Italy,ITA,2020-10-22,51.23
Latvia,LVA,2020-10-22,37.38
Lithuania,LTU,2020-10-22,37.38
Luxembourg,LUX,2020-10-22,33.12
Montenegro,MNE,2020-10-22,106.38
Netherlands,NLD,2020-10-22,37.14
North Macedonia,MKD,2020-10-22,104.0
Norway,NOR,2020-10-22,14.0
Greece,GRC,2020-10-22,45.06
Slovenia,SVN,2020-10-23,46.45
Slovakia,SVK,2020-10-23,43.39
Spain,ESP,2020-10-23,45.06
Portugal,PRT,2020-10-23,45.06
Switzerland,CHE,2020-10-23,46.9
United Kingdom,GBR,2020-10-23,51.42
Serbia,SRB,2020-10-23,47.93
EU,EU,2020-10-23,48.0558064516129
Sweden,SWE,2020-10-23,30.24
Romania,ROU,2020-10-23,49.52
North Macedonia,MKD,2020-10-23,104.0
Poland,POL,2020-10-23,52.66
Austria,AUT,2020-10-23,44.64
Belgium,BEL,2020-10-23,46.12
Bulgaria,BGR,2020-10-23,50.13
Croatia,HRV,2020-10-23,46.45
Czechia,CZE,2020-10-23,43.39
Denmark,DNK,2020-10-23,35.28
Estonia,EST,2020-10-23,38.09
Finland,FIN,2020-10-23,36.4
France,FRA,2020-10-23,46.56
Germany,DEU,2020-10-23,44.09
Hungary,HUN,2020-10-23,45.66
Ireland,IRL,2020-10-23,57.35
Italy,ITA,2020-10-23,48.21
Latvia,LVA,2020-10-23,38.09
Lithuania,LTU,2020-10-23,38.09
Luxembourg,LUX,2020-10-23,44.09
Montenegro,MNE,2020-10-23,106.38
Netherlands,NLD,2020-10-23,43.45
Norway,NOR,2020-10-23,17.81
Greece,GRC,2020-10-23,56.82
Slovenia,SVN,2020-10-24,39.65
Spain,ESP,2020-10-24,29.63
Sweden,SWE,2020-10-24,17.26
Finland,FIN,2020-10-24,17.34
United Kingdom,GBR,2020-10-24,44.27
EU,EU,2020-10-24,37.284838709677416
Slovakia,SVK,2020-10-24,26.64
Switzerland,CHE,2020-10-24,29.48
Serbia,SRB,2020-10-24,39.31
Czechia,CZE,2020-10-24,26.64
Portugal,PRT,2020-10-24,29.63
Austria,AUT,2020-10-24,29.32
Belgium,BEL,2020-10-24,28.52
Bulgaria,BGR,2020-10-24,39.09
Croatia,HRV,2020-10-24,39.81
Denmark,DNK,2020-10-24,16.74
Estonia,EST,2020-10-24,31.01
France,FRA,2020-10-24,28.59
Germany,DEU,2020-10-24,26.44
Greece,GRC,2020-10-24,41.77
Romania,ROU,2020-10-24,49.41
Hungary,HUN,2020-10-24,39.74
Italy,ITA,2020-10-24,44.56
Latvia,LVA,2020-10-24,31.01
Lithuania,LTU,2020-10-24,31.01
Luxembourg,LUX,2020-10-24,26.44
Montenegro,MNE,2020-10-24,106.38
Netherlands,NLD,2020-10-24,33.02
North Macedonia,MKD,2020-10-24,104.0
Norway,NOR,2020-10-24,13.99
Poland,POL,2020-10-24,50.24
Ireland,IRL,2020-10-24,44.89
Slovenia,SVN,2020-10-25,27.3
Spain,ESP,2020-10-25,15.76
Sweden,SWE,2020-10-25,10.73
Slovakia,SVK,2020-10-25,24.39
United Kingdom,GBR,2020-10-25,35.18
United Kingdom,GBR,2020-10-25,24.89
EU,EU,2020-10-25,28.39636363636364
Switzerland,CHE,2020-10-25,24.12
Serbia,SRB,2020-10-25,36.74
Austria,AUT,2020-10-25,17.23
Portugal,PRT,2020-10-25,15.76
Latvia,LVA,2020-10-25,26.86
Romania,ROU,2020-10-25,38.38
Italy,ITA,2020-10-25,33.11
Ireland,IRL,2020-10-25,20.91
Ireland,IRL,2020-10-25,-10.0
Hungary,HUN,2020-10-25,38.37
Greece,GRC,2020-10-25,41.25
Germany,DEU,2020-10-25,14.15
France,FRA,2020-10-25,19.22
Estonia,EST,2020-10-25,26.86
Denmark,DNK,2020-10-25,12.31
Finland,FIN,2020-10-25,14.05
Croatia,HRV,2020-10-25,27.3
Poland,POL,2020-10-25,42.06
Norway,NOR,2020-10-25,9.98
Czechia,CZE,2020-10-25,24.39
Netherlands,NLD,2020-10-25,27.13
Montenegro,MNE,2020-10-25,106.38
North Macedonia,MKD,2020-10-25,104.0
Lithuania,LTU,2020-10-25,26.86
Belgium,BEL,2020-10-25,20.85
Bulgaria,BGR,2020-10-25,26.41
Luxembourg,LUX,2020-10-25,14.15
EU,EU,2020-10-26,42.17967741935484
Slovakia,SVK,2020-10-26,40.7
United Kingdom,GBR,2020-10-26,46.54
Switzerland,CHE,2020-10-26,40.9
Sweden,SWE,2020-10-26,21.25
Spain,ESP,2020-10-26,34.97
Slovenia,SVN,2020-10-26,39.78
Serbia,SRB,2020-10-26,43.17
Romania,ROU,2020-10-26,42.75
Portugal,PRT,2020-10-26,34.97
Austria,AUT,2020-10-26,39.18
Belgium,BEL,2020-10-26,40.98
Bulgaria,BGR,2020-10-26,39.46
Croatia,HRV,2020-10-26,39.78
Czechia,CZE,2020-10-26,40.7
Denmark,DNK,2020-10-26,27.82
Estonia,EST,2020-10-26,41.81
Finland,FIN,2020-10-26,21.42
Germany,DEU,2020-10-26,39.1
Greece,GRC,2020-10-26,42.81
France,FRA,2020-10-26,40.19
Ireland,IRL,2020-10-26,29.11
Poland,POL,2020-10-26,52.52
Norway,NOR,2020-10-26,13.75
Hungary,HUN,2020-10-26,41.51
Netherlands,NLD,2020-10-26,37.5
Montenegro,MNE,2020-10-26,106.38
North Macedonia,MKD,2020-10-26,104.0
Lithuania,LTU,2020-10-26,41.81
Latvia,LVA,2020-10-26,41.81
Italy,ITA,2020-10-26,41.8
Luxembourg,LUX,2020-10-26,39.1
Slovenia,SVN,2020-10-27,36.44
EU,EU,2020-10-27,42.00096774193548
United Kingdom,GBR,2020-10-27,48.69
Switzerland,CHE,2020-10-27,38.89
Sweden,SWE,2020-10-27,13.65
Spain,ESP,2020-10-27,40.01
Slovakia,SVK,2020-10-27,36.22
France,FRA,2020-10-27,38.71
Romania,ROU,2020-10-27,38.85
Austria,AUT,2020-10-27,35.63
Belgium,BEL,2020-10-27,40.96
Bulgaria,BGR,2020-10-27,42.94
Croatia,HRV,2020-10-27,36.44
Czechia,CZE,2020-10-27,36.22
Denmark,DNK,2020-10-27,14.35
Estonia,EST,2020-10-27,47.39
Finland,FIN,2020-10-27,20.0
Serbia,SRB,2020-10-27,40.72
Greece,GRC,2020-10-27,50.36
Hungary,HUN,2020-10-27,38.51
Germany,DEU,2020-10-27,33.58
Italy,ITA,2020-10-27,48.72
Portugal,PRT,2020-10-27,40.01
Poland,POL,2020-10-27,55.5
Norway,NOR,2020-10-27,12.61
Ireland,IRL,2020-10-27,40.92
Netherlands,NLD,2020-10-27,36.97
North Macedonia,MKD,2020-10-27,104.0
Montenegro,MNE,2020-10-27,106.38
Luxembourg,LUX,2020-10-27,33.58
Lithuania,LTU,2020-10-27,47.39
Latvia,LVA,2020-10-27,47.39
Slovenia,SVN,2020-10-28,39.21
United Kingdom,GBR,2020-10-28,43.4
Switzerland,CHE,2020-10-28,36.34
Sweden,SWE,2020-10-28,11.12
Spain,ESP,2020-10-28,43.61
EU,EU,2020-10-28,39.8841935483871
Slovakia,SVK,2020-10-28,32.19
Portugal,PRT,2020-10-28,43.61
Romania,ROU,2020-10-28,38.35
Serbia,SRB,2020-10-28,39.09
Luxembourg,LUX,2020-10-28,30.83
Lithuania,LTU,2020-10-28,37.22
Latvia,LVA,2020-10-28,37.22
Italy,ITA,2020-10-28,49.82
Ireland,IRL,2020-10-28,43.84
Hungary,HUN,2020-10-28,38.15
Greece,GRC,2020-10-28,40.17
Germany,DEU,2020-10-28,30.83
France,FRA,2020-10-28,37.94
Finland,FIN,2020-10-28,25.39
Montenegro,MNE,2020-10-28,106.38
Denmark,DNK,2020-10-28,12.14
Poland,POL,2020-10-28,51.1
Norway,NOR,2020-10-28,10.17
North Macedonia,MKD,2020-10-28,104.0
Estonia,EST,2020-10-28,35.24
Austria,AUT,2020-10-28,33.57
Netherlands,NLD,2020-10-28,37.13
Bulgaria,BGR,2020-10-28,36.88
Croatia,HRV,2020-10-28,39.21
Czechia,CZE,2020-10-28,32.19
Belgium,BEL,2020-10-28,40.07
EU,EU,2020-10-29,41.08903225806451
Spain,ESP,2020-10-29,44.93
United Kingdom,GBR,2020-10-29,43.41
Switzerland,CHE,2020-10-29,35.71
Sweden,SWE,2020-10-29,14.73
Slovenia,SVN,2020-10-29,36.91
Slovakia,SVK,2020-10-29,38.72
Serbia,SRB,2020-10-29,39.6
Austria,AUT,2020-10-29,34.74
Belgium,BEL,2020-10-29,38.0
Bulgaria,BGR,2020-10-29,43.06
Croatia,HRV,2020-10-29,36.91
Czechia,CZE,2020-10-29,38.72
Denmark,DNK,2020-10-29,30.12
Estonia,EST,2020-10-29,40.41
Finland,FIN,2020-10-29,22.72
France,FRA,2020-10-29,36.96
Greece,GRC,2020-10-29,43.2
Hungary,HUN,2020-10-29,41.11
Germany,DEU,2020-10-29,32.17
Italy,ITA,2020-10-29,46.22
Romania,ROU,2020-10-29,41.18
Portugal,PRT,2020-10-29,44.93
Poland,POL,2020-10-29,47.92
Ireland,IRL,2020-10-29,31.76
North Macedonia,MKD,2020-10-29,104.0
Norway,NOR,2020-10-29,11.0
Montenegro,MNE,2020-10-29,106.38
Luxembourg,LUX,2020-10-29,32.17
Lithuania,LTU,2020-10-29,40.41
Latvia,LVA,2020-10-29,40.41
Netherlands,NLD,2020-10-29,35.25
Spain,ESP,2020-10-30,41.19
EU,EU,2020-10-30,40.976451612903226
United Kingdom,GBR,2020-10-30,44.7
Switzerland,CHE,2020-10-30,35.41
Sweden,SWE,2020-10-30,17.92
Slovenia,SVN,2020-10-30,32.22
Greece,GRC,2020-10-30,56.71
Serbia,SRB,2020-10-30,38.42
Austria,AUT,2020-10-30,33.3
Belgium,BEL,2020-10-30,35.19
Bulgaria,BGR,2020-10-30,34.13
Croatia,HRV,2020-10-30,32.22
Czechia,CZE,2020-10-30,34.3
Denmark,DNK,2020-10-30,25.13
Estonia,EST,2020-10-30,44.68
Finland,FIN,2020-10-30,39.92
France,FRA,2020-10-30,33.58
Germany,DEU,2020-10-30,32.02
Slovakia,SVK,2020-10-30,34.3
Ireland,IRL,2020-10-30,32.78
Hungary,HUN,2020-10-30,35.89
Latvia,LVA,2020-10-30,45.59
Lithuania,LTU,2020-10-30,45.59
Luxembourg,LUX,2020-10-30,32.02
Montenegro,MNE,2020-10-30,106.38
Netherlands,NLD,2020-10-30,34.14
North Macedonia,MKD,2020-10-30,104.0
Norway,NOR,2020-10-30,10.28
Poland,POL,2020-10-30,53.99
Portugal,PRT,2020-10-30,41.19
Romania,ROU,2020-10-30,36.75
Italy,ITA,2020-10-30,46.33
EU,EU,2020-10-31,37.74193548387097
United Kingdom,GBR,2020-10-31,40.09
Switzerland,CHE,2020-10-31,31.03
Sweden,SWE,2020-10-31,9.64
Spain,ESP,2020-10-31,35.39
Serbia,SRB,2020-10-31,32.66
Slovakia,SVK,2020-10-31,28.84
Austria,AUT,2020-10-31,30.42
Belgium,BEL,2020-10-31,32.2
Bulgaria,BGR,2020-10-31,27.72
Croatia,HRV,2020-10-31,32.0
Czechia,CZE,2020-10-31,28.84
Denmark,DNK,2020-10-31,20.24
Estonia,EST,2020-10-31,43.83
Finland,FIN,2020-10-31,12.87
Norway,NOR,2020-10-31,8.85
France,FRA,2020-10-31,31.56
Greece,GRC,2020-10-31,55.81
Hungary,HUN,2020-10-31,30.93
Germany,DEU,2020-10-31,29.86
Italy,ITA,2020-10-31,39.93
Romania,ROU,2020-10-31,30.95
Portugal,PRT,2020-10-31,35.63
Poland,POL,2020-10-31,50.03
Ireland,IRL,2020-10-31,57.85
North Macedonia,MKD,2020-10-31,104.0
Slovenia,SVN,2020-10-31,32.0
Montenegro,MNE,2020-10-31,106.38
Luxembourg,LUX,2020-10-31,29.86
Lithuania,LTU,2020-10-31,43.83
Latvia,LVA,2020-10-31,43.83
Netherlands,NLD,2020-10-31,32.93
Sweden,SWE,2020-11-01,5.36
EU,EU,2020-11-01,25.301935483870967
United Kingdom,GBR,2020-11-01,31.77
Switzerland,CHE,2020-11-01,18.39
Spain,ESP,2020-11-01,27.67
Slovenia,SVN,2020-11-01,21.18
Slovakia,SVK,2020-11-01,16.1
Austria,AUT,2020-11-01,17.69
Belgium,BEL,2020-11-01,18.01
Bulgaria,BGR,2020-11-01,20.27
Croatia,HRV,2020-11-01,21.18
Czechia,CZE,2020-11-01,16.1
Denmark,DNK,2020-11-01,5.36
Estonia,EST,2020-11-01,11.14
Finland,FIN,2020-11-01,5.36
France,FRA,2020-11-01,16.49
Germany,DEU,2020-11-01,14.9
Greece,GRC,2020-11-01,52.88
Hungary,HUN,2020-11-01,19.82
Ireland,IRL,2020-11-01,14.0
Latvia,LVA,2020-11-01,11.14
Lithuania,LTU,2020-11-01,11.14
Luxembourg,LUX,2020-11-01,14.9
Montenegro,MNE,2020-11-01,106.38
Netherlands,NLD,2020-11-01,27.43
North Macedonia,MKD,2020-11-01,104.0
Norway,NOR,2020-11-01,5.43
Poland,POL,2020-11-01,38.79
Portugal,PRT,2020-11-01,33.57
Romania,ROU,2020-11-01,19.83
Serbia,SRB,2020-11-01,21.05
Italy,ITA,2020-11-01,37.03
Switzerland,CHE,2020-11-02,26.48
EU,EU,2020-11-02,35.508709677419354
United Kingdom,GBR,2020-11-02,37.22
Sweden,SWE,2020-11-02,4.01
Greece,GRC,2020-11-02,60.89
Slovenia,SVN,2020-11-02,42.17
Spain,ESP,2020-11-02,40.85
Portugal,PRT,2020-11-02,40.79
Poland,POL,2020-11-02,47.33
Norway,NOR,2020-11-02,4.14
North Macedonia,MKD,2020-11-02,104.0
Netherlands,NLD,2020-11-02,33.49
Montenegro,MNE,2020-11-02,106.38
Luxembourg,LUX,2020-11-02,21.99
Lithuania,LTU,2020-11-02,26.89
Latvia,LVA,2020-11-02,26.89
Italy,ITA,2020-11-02,44.88
Romania,ROU,2020-11-02,42.13
Hungary,HUN,2020-11-02,39.85
Ireland,IRL,2020-11-02,14.4
France,FRA,2020-11-02,27.75
Finland,FIN,2020-11-02,3.9
Estonia,EST,2020-11-02,26.89
Denmark,DNK,2020-11-02,4.02
Czechia,CZE,2020-11-02,29.24
Croatia,HRV,2020-11-02,42.17
Bulgaria,BGR,2020-11-02,55.95
Belgium,BEL,2020-11-02,28.51
Austria,AUT,2020-11-02,27.06
Serbia,SRB,2020-11-02,39.27
Slovakia,SVK,2020-11-02,29.24
Germany,DEU,2020-11-02,21.99
EU,EU,2020-11-03,40.58806451612903
United Kingdom,GBR,2020-11-03,43.51
Switzerland,CHE,2020-11-03,38.0
Sweden,SWE,2020-11-03,10.92
Slovenia,SVN,2020-11-03,40.36
Slovakia,SVK,2020-11-03,35.62
Spain,ESP,2020-11-03,38.8
Portugal,PRT,2020-11-03,38.8
Poland,POL,2020-11-03,58.37
Norway,NOR,2020-11-03,6.07
North Macedonia,MKD,2020-11-03,104.0
Netherlands,NLD,2020-11-03,34.18
Montenegro,MNE,2020-11-03,106.38
Luxembourg,LUX,2020-11-03,36.14
Lithuania,LTU,2020-11-03,36.93
Latvia,LVA,2020-11-03,36.93
Italy,ITA,2020-11-03,45.41
Ireland,IRL,2020-11-03,36.34
Hungary,HUN,2020-11-03,41.78
Germany,DEU,2020-11-03,36.14
France,FRA,2020-11-03,37.04
Finland,FIN,2020-11-03,12.78
Estonia,EST,2020-11-03,36.93
Denmark,DNK,2020-11-03,13.75
Czechia,CZE,2020-11-03,35.62
Croatia,HRV,2020-11-03,40.36
Bulgaria,BGR,2020-11-03,42.25
Belgium,BEL,2020-11-03,35.2
Austria,AUT,2020-11-03,36.77
Serbia,SRB,2020-11-03,43.99
Greece,GRC,2020-11-03,56.07
Romania,ROU,2020-11-03,42.79
Switzerland,CHE,2020-11-04,41.16
EU,EU,2020-11-04,41.63322580645161
United Kingdom,GBR,2020-11-04,53.42
Spain,ESP,2020-11-04,38.63
Slovenia,SVN,2020-11-04,42.5
Romania,ROU,2020-11-04,41.15
Portugal,PRT,2020-11-04,38.63
Poland,POL,2020-11-04,57.12
Norway,NOR,2020-11-04,4.45
North Macedonia,MKD,2020-11-04,104.0
Netherlands,NLD,2020-11-04,39.31
Montenegro,MNE,2020-11-04,106.38
Luxembourg,LUX,2020-11-04,40.0
Lithuania,LTU,2020-11-04,38.43
Latvia,LVA,2020-11-04,38.43
Italy,ITA,2020-11-04,44.54
Ireland,IRL,2020-11-04,45.11
Sweden,SWE,2020-11-04,6.15
Hungary,HUN,2020-11-04,40.98
Greece,GRC,2020-11-04,47.11
Germany,DEU,2020-11-04,40.0
France,FRA,2020-11-04,41.68
Finland,FIN,2020-11-04,8.27
Estonia,EST,2020-11-04,38.43
Denmark,DNK,2020-11-04,6.62
Czechia,CZE,2020-11-04,39.94
Croatia,HRV,2020-11-04,42.5
Bulgaria,BGR,2020-11-04,43.29
Belgium,BEL,2020-11-04,41.99
Austria,AUT,2020-11-04,40.18
Slovakia,SVK,2020-11-04,39.94
Serbia,SRB,2020-11-04,40.29
EU,EU,2020-11-05,40.39612903225807
United Kingdom,GBR,2020-11-05,59.27
Switzerland,CHE,2020-11-05,41.48
Spain,ESP,2020-11-05,34.29
Slovenia,SVN,2020-11-05,38.89
Austria,AUT,2020-11-05,39.34
Belgium,BEL,2020-11-05,39.37
Bulgaria,BGR,2020-11-05,40.89
Croatia,HRV,2020-11-05,38.89
Czechia,CZE,2020-11-05,39.72
Denmark,DNK,2020-11-05,2.85
Estonia,EST,2020-11-05,33.09
Finland,FIN,2020-11-05,3.07
France,FRA,2020-11-05,39.09
Germany,DEU,2020-11-05,39.25
Greece,GRC,2020-11-05,43.22
Hungary,HUN,2020-11-05,40.33
Italy,ITA,2020-11-05,43.42
Latvia,LVA,2020-11-05,33.09
Lithuania,LTU,2020-11-05,33.09
Luxembourg,LUX,2020-11-05,39.25
Montenegro,MNE,2020-11-05,106.38
Netherlands,NLD,2020-11-05,39.44
North Macedonia,MKD,2020-11-05,104.0
Norway,NOR,2020-11-05,2.51
Poland,POL,2020-11-05,56.13
Portugal,PRT,2020-11-05,34.29
Romania,ROU,2020-11-05,40.72
Serbia,SRB,2020-11-05,40.91
Slovakia,SVK,2020-11-05,39.72
Sweden,SWE,2020-11-05,2.66
Ireland,IRL,2020-11-05,63.63
Lithuania,LTU,2020-11-06,42.95
Austria,AUT,2020-11-06,40.77
United Kingdom,GBR,2020-11-06,50.65
Switzerland,CHE,2020-11-06,41.13
